,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
10,9rT_Zr_A2qYmLaHpSi6eqw,maison-saint-paul-montréal,Maison Saint-Paul,https://s3-media4.fl.yelpcdn.com/bphoto/e5PznUVw-jBS2MjfQDl6ZA/o.jpg,False,https://www.yelp.com/biz/maison-saint-paul-montr%C3%A9al?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,99,"[{'alias': 'champagne_bars', 'title': 'Champagne Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 45.509204489716616, 'longitude': -73.5518333}",[],$$$,"{'address1': '343 Rue Saint-Paul E', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2Y 1H2', 'country': 'CA', 'state': 'QC', 'display_address': ['343 Rue Saint-Paul E', 'Montreal, QC H2Y 1H2', 'Canada']}",+15149039343,+1 514-903-9343,1293.979871967896
11,4Np58XWR1QfCSTbX3RSE3g,le-psy-bar-montréal,Le Psy Bar,https://s3-media2.fl.yelpcdn.com/bphoto/UdwCxwygNDqdrqjHnqxJDg/o.jpg,False,https://www.yelp.com/biz/le-psy-bar-montr%C3%A9al?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,8,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",5.0,"{'latitude': 45.516609, 'longitude': -73.566314}",[],,"{'address1': '2073 Rue Saint-Denis', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H2X 3K8', 'country': 'CA', 'state': 'QC', 'display_address': ['2073 Rue Saint-Denis', 'Montreal, QC H2X 3K8', 'Canada']}",+15148053050,+1 514-805-3050,164.0804396201379
12,m0FxJP2atkE8mn-xO23fpQ,le-red-tiger-montréal,Le Red Tiger,https://s3-media2.fl.yelpcdn.com/bphoto/GG07GYE_c6rTDhfHdzILRA/o.jpg,False,https://www.yelp.com/biz/le-red-tiger-montr%C3%A9al?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,135,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 45.519202, 'longitude': -73.557836}",[],$$,"{'address1': '1201 Boulevard de Maisonneuve E', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2L 2A1', 'country': 'CA', 'state': 'QC', 'display_address': ['1201 Boulevard de Maisonneuve E', 'Montreal, QC H2L 2A1', 'Canada']}",+15144397006,+1 514-439-7006,560.6590292087409
13,bXoRrDhojAQ1B3nGNEs7wg,pullman-montréal-3,Pullman,https://s3-media1.fl.yelpcdn.com/bphoto/nl_fQR1ggpULiWDF4TXy7g/o.jpg,False,https://www.yelp.com/biz/pullman-montr%C3%A9al-3?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,204,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 45.50845, 'longitude': -73.5721}",[],$$,"{'address1': '3424 Avenue du Parc', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 2H5', 'country': 'CA', 'state': 'QC', 'display_address': ['3424 Avenue du Parc', 'Montreal, QC H2X 2H5', 'Canada']}",+15142887779,+1 514-288-7779,1115.7769353596286
14,B5kbcJs8FlS0oF-moPJ6NA,bistro-à-jojo-montréal-4,Bistro à Jojo,https://s3-media2.fl.yelpcdn.com/bphoto/Lqy_y6RAjGYNcMKVFvMd5A/o.jpg,False,https://www.yelp.com/biz/bistro-%C3%A0-jojo-montr%C3%A9al-4?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,22,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",4.0,"{'latitude': 45.51515, 'longitude': -73.56294}",[],$$,"{'address1': '1627 Rue Saint-Denis', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 3K3', 'country': 'CA', 'state': 'QC', 'display_address': ['1627 Rue Saint-Denis', 'Montreal, QC H2X 3K3', 'Canada']}",+15148435015,+1 514-843-5015,226.49513589259624
15,ZWtkJlM4Ixvg6McG2M3JnA,ye-olde-orchard-montréal-5,Ye Olde Orchard,https://s3-media2.fl.yelpcdn.com/bphoto/Tou2iop-wKaIzwaZ8rWDig/o.jpg,False,https://www.yelp.com/biz/ye-olde-orchard-montr%C3%A9al-5?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,53,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'irish_pubs', 'title': 'Irish Pub'}]",4.0,"{'latitude': 45.51343, 'longitude': -73.5726}",[],$$,"{'address1': '20 Rue Prince Arthur', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 1S3', 'country': 'CA', 'state': 'QC', 'display_address': ['20 Rue Prince Arthur', 'Montreal, QC H2X 1S3', 'Canada']}",+15148457772,+1 514-845-7772,759.1305301187614
16,e2BfYiq7HduvAwuuZzzkOg,café-gitana-montréal-3,Café Gitana,https://s3-media1.fl.yelpcdn.com/bphoto/ryipMmCTt2QUAwh5uj4jbw/o.jpg,False,https://www.yelp.com/biz/caf%C3%A9-gitana-montr%C3%A9al-3?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,61,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]",3.5,"{'latitude': 45.51634, 'longitude': -73.56652}",[],$$,"{'address1': '2080A Rue Saint-Denis', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 3K7', 'country': 'CA', 'state': 'QC', 'display_address': ['2080A Rue Saint-Denis', 'Montreal, QC H2X 3K7', 'Canada']}",+15142810090,+1 514-281-0090,187.74055172179766
17,s2CMSuSwQNXirGViihGsTw,bar-pamplemousse-montréal-2,Bar Pamplemousse,https://s3-media1.fl.yelpcdn.com/bphoto/rUPBdvoK6sSBkK1amGx6uQ/o.jpg,False,https://www.yelp.com/biz/bar-pamplemousse-montr%C3%A9al-2?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,44,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'caribbean', 'title': 'Caribbean'}]",4.0,"{'latitude': 45.51097, 'longitude': -73.56564}",[],,"{'address1': '1579 Boulevard Saint-Laurent', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H2X 2S9', 'country': 'CA', 'state': 'QC', 'display_address': ['1579 Boulevard Saint-Laurent', 'Montreal, QC H2X 2S9', 'Canada']}",+15145431579,+1 514-543-1579,667.6233290400993
18,hdJlf4YNdDtQA67nXvFeyw,arcade-mtl-montréal,Arcade MTL,https://s3-media3.fl.yelpcdn.com/bphoto/SxiAd7eP8PnNW9jzCKSFBg/o.jpg,False,https://www.yelp.com/biz/arcade-mtl-montr%C3%A9al?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,25,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'arcades', 'title': 'Arcades'}]",4.5,"{'latitude': 45.51639, 'longitude': -73.56581}",[],$,"{'address1': '2031 Rue Saint-Denis', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2X 3K8', 'country': 'CA', 'state': 'QC', 'display_address': ['2031 Rue Saint-Denis', 'Montreal, QC H2X 3K8', 'Canada']}",+15143031123,+1 514-303-1123,137.97650060026317
19,uyyvYlZRUK3UWMDllDRWxA,ginkgo-montréal-2,Ginkgo,https://s3-media3.fl.yelpcdn.com/bphoto/dD0sx5IzN8fXXKsQD9UqEg/o.jpg,False,https://www.yelp.com/biz/ginkgo-montr%C3%A9al-2?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,75,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 45.512796738351, 'longitude': -73.5610990226269}",[],$$,"{'address1': '308 Rue Sainte-Catherine E', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H2X 1L7', 'country': 'CA', 'state': 'QC', 'display_address': ['308 Rue Sainte-Catherine E', 'Montreal, QC H2X 1L7', 'Canada']}",+15143794449,+1 514-379-4449,520.9609100952268
20,raDMB9FD8yVRT8qXKFMiuA,district-961-saint-laurent,District 961,https://s3-media2.fl.yelpcdn.com/bphoto/uzPrvWHBeehhvCWuae5pxQ/o.jpg,False,https://www.yelp.com/biz/district-961-saint-laurent?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,9,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 45.51040614472581, 'longitude': -73.68679067863046}",[],,"{'address1': '1814 Boulevard de la Côte-Vertu', 'address2': '', 'address3': None, 'city': 'Saint-laurent', 'zip_code': 'H4L 2A6', 'country': 'CA', 'state': 'QC', 'display_address': ['1814 Boulevard de la Côte-Vertu', 'Saint-laurent, QC H4L 2A6', 'Canada']}",+15143377961,+1 514-337-7961,441.1953235639151
21,oQ2axvdjbjnlbCV6eNtD2A,l-unik-resto-brasserie-saint-laurent,L'Unik Resto Brasserie,https://s3-media4.fl.yelpcdn.com/bphoto/C4TXFfHjbvNzbGV7UXmA8g/o.jpg,False,https://www.yelp.com/biz/l-unik-resto-brasserie-saint-laurent?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",5.0,"{'latitude': 45.5119011219227, 'longitude': -73.6787078529596}",[],$$,"{'address1': '805 Decarie Boulevard', 'address2': '', 'address3': '', 'city': 'Saint-Laurent', 'zip_code': 'H4L', 'country': 'CA', 'state': 'QC', 'display_address': ['805 Decarie Boulevard', 'Saint-Laurent, QC H4L', 'Canada']}",+15147445345,+1 514-744-5345,319.3828962364092
22,raDMB9FD8yVRT8qXKFMiuA,district-961-saint-laurent,District 961,https://s3-media2.fl.yelpcdn.com/bphoto/uzPrvWHBeehhvCWuae5pxQ/o.jpg,False,https://www.yelp.com/biz/district-961-saint-laurent?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,9,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 45.51040614472581, 'longitude': -73.68679067863046}",[],,"{'address1': '1814 Boulevard de la Côte-Vertu', 'address2': '', 'address3': None, 'city': 'Saint-laurent', 'zip_code': 'H4L 2A6', 'country': 'CA', 'state': 'QC', 'display_address': ['1814 Boulevard de la Côte-Vertu', 'Saint-laurent, QC H4L 2A6', 'Canada']}",+15143377961,+1 514-337-7961,602.8031506870415
23,oQ2axvdjbjnlbCV6eNtD2A,l-unik-resto-brasserie-saint-laurent,L'Unik Resto Brasserie,https://s3-media4.fl.yelpcdn.com/bphoto/C4TXFfHjbvNzbGV7UXmA8g/o.jpg,False,https://www.yelp.com/biz/l-unik-resto-brasserie-saint-laurent?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,1,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'jazzandblues', 'title': 'Jazz & Blues'}]",5.0,"{'latitude': 45.5119011219227, 'longitude': -73.6787078529596}",[],$$,"{'address1': '805 Decarie Boulevard', 'address2': '', 'address3': '', 'city': 'Saint-Laurent', 'zip_code': 'H4L', 'country': 'CA', 'state': 'QC', 'display_address': ['805 Decarie Boulevard', 'Saint-Laurent, QC H4L', 'Canada']}",+15147445345,+1 514-744-5345,1041.5645869945452
24,EWpT_nrndQrjSpj6ayvokw,broue-pub-brouhaha-montréal-4,Broue Pub Brouhaha,https://s3-media2.fl.yelpcdn.com/bphoto/EQs2OdwT2FLBscsrzZ8eHA/o.jpg,False,https://www.yelp.com/biz/broue-pub-brouhaha-montr%C3%A9al-4?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,9,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.0,"{'latitude': 45.568264262417, 'longitude': -73.6531249433756}",[],$$,"{'address1': '10295 Avenue Papineau', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2B 2A1', 'country': 'CA', 'state': 'QC', 'display_address': ['10295 Avenue Papineau', 'Montreal, QC H2B 2A1', 'Canada']}",+14383805563,+1 438-380-5563,955.223557727946
25,7v_cFcgAZQeGrPGPJb7lOw,cafe-diablo-montréal,Cafe Diablo,https://s3-media2.fl.yelpcdn.com/bphoto/dNm3eWOsvKvSIj6cdC1ZWQ/o.jpg,False,https://www.yelp.com/biz/cafe-diablo-montr%C3%A9al?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,2,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 45.5751709, 'longitude': -73.6351002}",[],,"{'address1': '9480 BD Saint-Michel', 'address2': None, 'address3': '', 'city': 'Montreal', 'zip_code': 'H1Z 3H2', 'country': 'CA', 'state': 'QC', 'display_address': ['9480 BD Saint-Michel', 'Montreal, QC H1Z 3H2', 'Canada']}",+15147291919,+1 514-729-1919,1027.3985463416493
26,NdJsR2ayS16VI-XDj1bdwQ,monkees-montréal-3,Monkee's,https://s3-media2.fl.yelpcdn.com/bphoto/JhZtyxosA9Sj25I7prCARw/o.jpg,False,https://www.yelp.com/biz/monkees-montr%C3%A9al-3?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,4,"[{'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 45.45259, 'longitude': -73.59412}",[],$,"{'address1': '6625 Boulevard Monk', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H4E', 'country': 'CA', 'state': 'QC', 'display_address': ['6625 Boulevard Monk', 'Montreal, QC H4E', 'Canada']}",+15147671433,+1 514-767-1433,948.1929732322834
27,IFlUDCzCdyNzO9I0ZMJB6w,l-gros-luxe-longueuil-7,L'Gros Luxe,https://s3-media1.fl.yelpcdn.com/bphoto/zwEaM_Vh6PAj29oJ_C_lSg/o.jpg,False,https://www.yelp.com/biz/l-gros-luxe-longueuil-7?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,29,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'newcanadian', 'title': 'Canadian (New)'}]",3.0,"{'latitude': 45.538108, 'longitude': -73.51042}",[],$$,"{'address1': '217 Rue Saint-Charles O', 'address2': '', 'address3': '', 'city': 'Longueuil', 'zip_code': 'J4H 1E1', 'country': 'CA', 'state': 'QC', 'display_address': ['217 Rue Saint-Charles O', 'Longueuil, QC J4H 1E1', 'Canada']}",+14503966817,+1 450-396-6817,619.9722708992272
28,F9NL5ee0LCaL3xcYRGswDg,bungalow-bar-salon-longueuil,Bungalow Bar Salon,https://s3-media4.fl.yelpcdn.com/bphoto/8PjNPsmCYlAJnl2UBQQWlg/o.jpg,False,https://www.yelp.com/biz/bungalow-bar-salon-longueuil?adjust_creative=gCLMEaUcIkZcTJs06krL1w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=gCLMEaUcIkZcTJs06krL1w,3,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.0,"{'latitude': 45.53727, 'longitude': -73.51169}",[],$$,"{'address1': '311 Rue Saint-Charles O', 'address2': '', 'address3': None, 'city': 'Longueuil', 'zip_code': 'J4H 1E5', 'country': 'CA', 'state': 'QC', 'display_address': ['311 Rue Saint-Charles O', 'Longueuil, QC J4H 1E5', 'Canada']}",+14509284628,+1 450-928-4628,486.3388519795239
