,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,yelp_latitude,yelp_longitude
10,u9t37U-maYXPJSSEikn7kA,the-keg-steakhouse-bar-montreal-montréal-3,The Keg Steakhouse + Bar - Montreal,https://s3-media4.fl.yelpcdn.com/bphoto/cBihEHB4Qe42jJyUfrX_TQ/o.jpg,False,https://www.yelp.com/biz/the-keg-steakhouse-bar-montreal-montr%C3%A9al-3?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,234.0,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 45.5060854, 'longitude': -73.55361769592356}",[],$$$,"{'address1': '25 Saint Paul St E', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2Y 1G2', 'country': 'CA', 'state': 'QC', 'display_address': ['25 Saint Paul St E', 'Montreal, QC H2Y 1G2', 'Canada']}",+15148719093,+1 514-871-9093,715.3909610608038,45.5008764952487,-73.55900555849075
11,Yx-ZtYKpmdvscPSY0UhP3w,tiradito-montréal,Tiradito,https://s3-media4.fl.yelpcdn.com/bphoto/VFNJH7xOGuHldcrJlEDUQQ/o.jpg,False,https://www.yelp.com/biz/tiradito-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,149.0,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 45.50434, 'longitude': -73.56348}",[],$$$,"{'address1': '1076 Rue de Bleury', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H2Z 1N1', 'country': 'CA', 'state': 'QC', 'display_address': ['1076 Rue de Bleury', 'Montreal, QC H2Z 1N1', 'Canada']}",+15148666776,+1 514-866-6776,530.3192899795388,45.5008764952487,-73.55900555849075
12,uFZ7Q8JCgGJAaObiYs3ksg,bordelle-boutique-bar-and-eatery-montréal,Bord'Elle Boutique Bar and Eatery,https://s3-media2.fl.yelpcdn.com/bphoto/vhVxZ9DCti2WJYqmMLb8cQ/o.jpg,False,https://www.yelp.com/biz/bordelle-boutique-bar-and-eatery-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,65.0,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'french', 'title': 'French'}]",3.5,"{'latitude': 45.501907843523455, 'longitude': -73.55971779031128}",[],$$$$,"{'address1': '390 Rue Saint-jacques', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H2Y 1S1', 'country': 'CA', 'state': 'QC', 'display_address': ['390 Rue Saint-jacques', 'Montreal, QC H2Y 1S1', 'Canada']}",+15143793553,+1 514-379-3553,127.40796666115168,45.5008764952487,-73.55900555849075
13,4eVPP9Qrq2lUYv0dOipIXQ,un-po-di-più-montréal-2,Un Po' Di Più,https://s3-media3.fl.yelpcdn.com/bphoto/zOK34NnKtdqLQiA7Y28ibw/o.jpg,False,https://www.yelp.com/biz/un-po-di-pi%C3%B9-montr%C3%A9al-2?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,60.0,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 45.50558542784411, 'longitude': -73.5532533}",[],,"{'address1': '3 Rue de la Commune E', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H2Y 0B1', 'country': 'CA', 'state': 'QC', 'display_address': ['3 Rue de la Commune E', 'Montreal, QC H2Y 0B1', 'Canada']}",+15148618686,+1 514-861-8686,689.2973179018569,45.5008764952487,-73.55900555849075
14,wBXIdxs2XKqt9Q-r5-ik9w,bulma-bar-montréal,Bulma Bar,https://s3-media4.fl.yelpcdn.com/bphoto/CR9q-lwOxLwSAV4a1gEGNw/o.jpg,False,https://www.yelp.com/biz/bulma-bar-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,13.0,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",4.5,"{'latitude': 45.5000644, 'longitude': -73.5600247}",[],,"{'address1': '686 Rue Notre-Dame O', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H3C 1J2', 'country': 'CA', 'state': 'QC', 'display_address': ['686 Rue Notre-Dame O', 'Montreal, QC H3C 1J2', 'Canada']}",,,104.46934447799792,45.5008764952487,-73.55900555849075
15,hhoF0oNZaSY-G4a6jkNpDg,la-voûte-montréal-2,La Voûte,https://s3-media4.fl.yelpcdn.com/bphoto/x5uRT8aO-qPeqUJWlpCCVg/o.jpg,False,https://www.yelp.com/biz/la-vo%C3%BBte-montr%C3%A9al-2?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,34.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 45.5022612967492, 'longitude': -73.5591738639147}",[],$$$$,"{'address1': '360 Rue Saint-Jacques', 'address2': None, 'address3': None, 'city': 'Montreal', 'zip_code': 'H2Y 2N1', 'country': 'CA', 'state': 'QC', 'display_address': ['360 Rue Saint-Jacques', 'Montreal, QC H2Y 2N1', 'Canada']}",+15146799360,+1 514-679-9360,154.54039995879413,45.5008764952487,-73.55900555849075
16,BCSofuQwu1VE8wjzDaQ3qQ,the-coldroom-montréal-2,The Coldroom,https://s3-media1.fl.yelpcdn.com/bphoto/ZgWgLzlMswTsdUhZkjSzlQ/o.jpg,False,https://www.yelp.com/biz/the-coldroom-montr%C3%A9al-2?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,237.0,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'speakeasies', 'title': 'Speakeasies'}]",4.5,"{'latitude': 45.507117, 'longitude': -73.553148}",[],$$,"{'address1': 'Rue Saint-Vincent', 'address2': None, 'address3': None, 'city': 'Montreal', 'zip_code': 'H2Y 1G8', 'country': 'CA', 'state': 'QC', 'display_address': ['Rue Saint-Vincent', 'Montreal, QC H2Y 1G8', 'Canada']}",+15142946911,+1 514-294-6911,830.600600591003,45.5008764952487,-73.55900555849075
17,uaf_yrwWo35aWM0_qJCgrw,pincette-montréal,Pincette,https://s3-media1.fl.yelpcdn.com/bphoto/s0tx2rbfYE3YSE3doR5YSQ/o.jpg,False,https://www.yelp.com/biz/pincette-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,36.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 45.5064, 'longitude': -73.55293}",[],$$$,"{'address1': '94 Rue Saint Paul E', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H2Y 1G6', 'country': 'CA', 'state': 'QC', 'display_address': ['94 Rue Saint Paul E', 'Montreal, QC H2Y 1G6', 'Canada']}",+15148764261,+1 514-876-4261,780.192679868411,45.5008764952487,-73.55900555849075
18,9rT_Zr_A2qYmLaHpSi6eqw,maison-saint-paul-montréal,Maison Saint-Paul,https://s3-media4.fl.yelpcdn.com/bphoto/e5PznUVw-jBS2MjfQDl6ZA/o.jpg,False,https://www.yelp.com/biz/maison-saint-paul-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,99.0,"[{'alias': 'champagne_bars', 'title': 'Champagne Bars'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 45.509204489716616, 'longitude': -73.5518333}",[],$$$,"{'address1': '343 Rue Saint-Paul E', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2Y 1H2', 'country': 'CA', 'state': 'QC', 'display_address': ['343 Rue Saint-Paul E', 'Montreal, QC H2Y 1H2', 'Canada']}",+15149039343,+1 514-903-9343,1081.6387011890938,45.5008764952487,-73.55900555849075
19,LxiwqfN59A1pDdYd7NyJQQ,biirū-montréal,Biirū,https://s3-media4.fl.yelpcdn.com/bphoto/5FwVTj8GthsqsoNmMgdnwg/o.jpg,False,https://www.yelp.com/biz/biir%C5%AB-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,189.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 45.5049159, 'longitude': -73.5686505}",[],$$,"{'address1': '1433 City Councillors', 'address2': None, 'address3': '', 'city': 'Montreal', 'zip_code': 'H3A 2E4', 'country': 'CA', 'state': 'QC', 'display_address': ['1433 City Councillors', 'Montreal, QC H3A 2E4', 'Canada']}",+15149031555,+1 514-903-1555,875.6390135220945,45.5008764952487,-73.55900555849075
20,28WPlFlsKchH-3dkub1Iiw,la-cage-montréal-3,La Cage,https://s3-media4.fl.yelpcdn.com/bphoto/6J6TFGfEwWCMN306hoGOKw/o.jpg,False,https://www.yelp.com/biz/la-cage-montr%C3%A9al-3?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,7.0,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]",3.5,"{'latitude': 45.590395, 'longitude': -73.539334}",[],$$,"{'address1': '7275 Rue Sherbrooke E', 'address2': None, 'address3': '', 'city': 'Montreal', 'zip_code': 'H1M 1E9', 'country': 'CA', 'state': 'QC', 'display_address': ['7275 Rue Sherbrooke E', 'Montreal, QC H1M 1E9', 'Canada']}",+15145077050,+1 514-507-7050,137.9531392891888,45.58917500418707,-73.53965610265732
21,vC7oH278R3cpv9R_CsvOfA,salon-de-quilles-du-domaine-montréal,Salon de Quilles du Domaine,,False,https://www.yelp.com/biz/salon-de-quilles-du-domaine-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,1.0,"[{'alias': 'bowling', 'title': 'Bowling'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",5.0,"{'latitude': 45.581837061374706, 'longitude': -73.54171637055221}",[],,"{'address1': '3275 Avenue de Granby', 'address2': None, 'address3': '', 'city': 'Montreal', 'zip_code': 'H1N 2Z7', 'country': 'CA', 'state': 'QC', 'display_address': ['3275 Avenue de Granby', 'Montreal, QC H1N 2Z7', 'Canada']}",+15142558436,+1 514-255-8436,831.5437266973505,45.58917500418707,-73.53965610265732
22,FRuuIDOd21pTJHvEGIt1Gg,holder-montréal-2,Holder,https://s3-media2.fl.yelpcdn.com/bphoto/D3rim-U2WyDF0rxGkNdUWg/o.jpg,False,https://www.yelp.com/biz/holder-montr%C3%A9al-2?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,370.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 45.50047, 'longitude': -73.55734}",[],$$$,"{'address1': '407 Rue McGill', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2Y 2G3', 'country': 'CA', 'state': 'QC', 'display_address': ['407 Rue McGill', 'Montreal, QC H2Y 2G3', 'Canada']}",+15148490333,+1 514-849-0333,178.78204815621348,45.49891911390352,-73.55725407600403
23,XI3iNUgChOfJk5ppjKVEQQ,barroco-montréal,Barroco,https://s3-media1.fl.yelpcdn.com/bphoto/zhCqnODaNtIUAxhkwC6bVw/o.jpg,False,https://www.yelp.com/biz/barroco-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,297.0,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'french', 'title': 'French'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 45.50138, 'longitude': -73.55592}",[],$$$,"{'address1': '312 Rue Saint-Paul O', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H2Y 2A3', 'country': 'CA', 'state': 'QC', 'display_address': ['312 Rue Saint-Paul O', 'Montreal, QC H2Y 2A3', 'Canada']}",+15145445800,+1 514-544-5800,295.20112041310546,45.49891911390352,-73.55725407600403
24,uH4-Esv5-b31q2y89AqyAw,place-carmin-montréal,Place Carmin,https://s3-media2.fl.yelpcdn.com/bphoto/nrOtTWHT4BSwbRsTItv_Ww/o.jpg,False,https://www.yelp.com/biz/place-carmin-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,29.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",5.0,"{'latitude': 45.49820816147015, 'longitude': -73.5576066104322}",[],,"{'address1': '740 Rue William', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H3C 1P1', 'country': 'CA', 'state': 'QC', 'display_address': ['740 Rue William', 'Montreal, QC H3C 1P1', 'Canada']}",+15144390740,+1 514-439-0740,83.69300097328852,45.49891911390352,-73.55725407600403
25,8xCiibfgqy-8xpCWEaguqg,the-keg-steakhouse-bar-montréal-8,The Keg Steakhouse + Bar,https://s3-media4.fl.yelpcdn.com/bphoto/GtlIJSxnv-1VdvrqtPjIdQ/o.jpg,False,https://www.yelp.com/biz/the-keg-steakhouse-bar-montr%C3%A9al-8?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,310.0,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 45.5007523, 'longitude': -73.5694969}",[],$$$,"{'address1': '5 Place Ville Marie', 'address2': '', 'address3': '', 'city': 'Montreal', 'zip_code': 'H3B 2G2', 'country': 'CA', 'state': 'QC', 'display_address': ['5 Place Ville Marie', 'Montreal, QC H3B 2G2', 'Canada']}",+15148681999,+1 514-868-1999,975.707809412501,45.49891911390352,-73.55725407600403
26,t3Rr8xk_9dSdoZm8sfwCXw,pub-saint-pierre-montréal,Pub Saint Pierre,https://s3-media2.fl.yelpcdn.com/bphoto/pSyKAQ-ywzZ0rtQ7c4oOlA/o.jpg,False,https://www.yelp.com/biz/pub-saint-pierre-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,101.0,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.5,"{'latitude': 45.50129, 'longitude': -73.55669}",[],$$,"{'address1': '410 Rue Saint-Pierre', 'address2': None, 'address3': '', 'city': 'Montreal', 'zip_code': 'H2Y 2M7', 'country': 'CA', 'state': 'QC', 'display_address': ['410 Rue Saint-Pierre', 'Montreal, QC H2Y 2M7', 'Canada']}",+15149855204,+1 514-985-5204,268.55244493431184,45.49891911390352,-73.55725407600403
27,pdyYkeJl64LvDgfxbNzNTw,mélisse-montréal,Mélisse,https://s3-media2.fl.yelpcdn.com/bphoto/O5oBQvDNdR_hVASAkk8dKA/o.jpg,False,https://www.yelp.com/biz/m%C3%A9lisse-montr%C3%A9al?adjust_creative=j7IPtiYgrg5JA8sPKIjgcg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=j7IPtiYgrg5JA8sPKIjgcg,43.0,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 45.498411, 'longitude': -73.557818}",[],$$,"{'address1': '719 Rue William', 'address2': '', 'address3': None, 'city': 'Montreal', 'zip_code': 'H3C 1N8', 'country': 'CA', 'state': 'QC', 'display_address': ['719 Rue William', 'Montreal, QC H3C 1N8', 'Canada']}",+15143793794,+1 514-379-3794,71.58193092014999,45.49891911390352,-73.55725407600403
